,SMILES,CID,Unnamed: 2,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,LogP,MW,HBD,HBA,PSA,ROTB,AROM,FSP3,FC,QED
415,C[C@@H]1COc2ccc(Cl)cc2[C@H]1C(=O)Nc1cncc2ccccc12,MAT-POS-8a69d52e-6,,,99.5,,,,,4.639,352.821,1,3,51.22,2,3,0.2,0,0.730615695
416,C[C@@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,MAT-POS-8a69d52e-7,,,1.713488243,5.766118871,,,,4.639,352.821,1,3,51.22,2,3,0.2,0,0.730615695
417,O=C(Nc1cncc2ccccc12)C1CCN(Cc2cnc[nH]2)c2ccc(Cl)cc21,ALP-UNI-b33a865d-1,,,1.116735215,5.952049789,,,,4.7439,417.9,2,4,73.91,4,4,0.173913043,0,0.502444066
418,O=C(NC1N=Nc2ccccc21)C1CCOc2ccc(Cl)cc21,DAR-DIA-6a508060-7,,,99.5,,,,,4.1184,327.771,1,4,63.05,2,2,0.235294118,0,0.901430787
419,COc1ccccc1OCCNC(=O)c1cncc2ccccc12,MAR-UCB-f313ec4d-2,,,3.241304528,5.489280164,,,,3.0522,322.364,1,4,60.45,6,3,0.157894737,0,0.708675689
420,COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,MAR-UCB-f313ec4d-3,,,96.48200457,,,,,3.651,322.364,1,4,60.45,6,3,0.157894737,0,0.752320866
421,COc1ccccc1NCCNC(=O)c1cc(=O)[nH]c2ccccc12,MAR-UCB-f313ec4d-4,,,99.5,,,,,2.3786,337.379,3,4,83.22,6,3,0.157894737,0,0.603184027
422,O=C(c1cncc2ccccc12)N1CCN(c2ccccc2)CC1,MAR-UCB-f313ec4d-6,,,5.445603646,5.263953972,,,,3.1972,317.392,0,3,36.44,2,3,0.2,0,0.728123231
423,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(Cl)c2)CC1,ERI-UCB-a0b0dbcb-2,,,2.164059157,5.664730872,,,,3.1439,367.836,1,3,56.41,2,3,0.2,0,0.756645368
424,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(C(F)(F)F)c2)CC1,ERI-UCB-a0b0dbcb-4,,,3.799719489,5.420248464,,,,3.5093,401.388,1,3,56.41,2,3,0.238095238,0,0.715146062
425,COc1ccccc1OC1CCN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,ERI-UCB-a0b0dbcb-6,,,99.5,,,,,2.8302,364.401,1,4,71.63,4,3,0.238095238,0,0.772731079
426,COc1ccccc1NC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,ERI-UCB-a0b0dbcb-8,,,99.5,,,,,2.4732,349.39,2,4,74.43,4,3,0.2,0,0.758808949
427,COc1ccccc1OC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,ERI-UCB-a0b0dbcb-9,,,99.5,,,,,2.4401,350.374,1,4,71.63,4,3,0.2,0,0.784474653
428,COc1cccc(CN2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,ERI-UCB-a0b0dbcb-11,,,27.33890134,4.563218942,,,,2.4947,377.444,1,4,65.64,4,3,0.272727273,0,0.758728708
429,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2cccc(Cl)c2)CC1,ERI-UCB-a0b0dbcb-12,,,4.571342101,5.339956277,,,,3.1395,381.863,1,3,56.41,3,3,0.238095238,0,0.757887704
430,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,ERI-UCB-a0b0dbcb-13,,,34.16733661,4.466388874,,,,3.5049,415.415,1,3,56.41,3,3,0.272727273,0,0.712501166
431,O=C(Cc1cncc2ccccc12)N(CCC1CCCCC1)c1cccc(Cl)c1,MAT-POS-173a45da-1,,,2.112459232,5.675211664,,,,6.4343,406.957,0,2,33.2,6,3,0.36,0,0.471844865
432,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2n[nH]c3ccccc23)c1,MAT-POS-173a45da-2,,,99.5,,,,,4.67992,406.873,2,4,79.9,6,4,0.136363636,0,0.486876504
433,O=C(Cc1cc(Cl)ccn1)Nc1cncc2ccccc12,PET-UNK-3c72d439-1,,,3.397268248,5.46887016,,,,3.4644,297.745,1,3,54.88,3,3,0.0625,0,0.805195201
434,O=C(Cc1cc(Cl)cc(Cc2ccn[nH]2)c1)Nc1cncc2ccccc12,PET-UNK-372a2f82-1,,,5.040787149,5.297501641,,,,4.3833,376.847,2,3,70.67,5,4,0.095238095,0,0.542529155
435,C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-8e4737f4-1,,,19.49828661,4.71000355,,,,4.5671,352.821,1,3,51.22,2,3,0.2,0,0.734757733
436,O=C(Nc1cncc2ccccc12)[C@H]1COc2ccc(Cl)cc2C1,MAT-POS-8e4737f4-2,,,99.5,,,,,4.078,338.794,1,3,51.22,2,3,0.157894737,0,0.765690263
437,O=C(Cc1cccc(Cl)c1)Nc1cncc2c1CCCN2,MAT-POS-14ad9fe9-1,,,7.271976629,5.138347526,,,,3.2743,301.777,2,3,54.02,3,2,0.25,0,0.914577949
438,O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,MAT-POS-afd4d4fd-2,,,40.65039805,4.390935197,,,,3.4644,297.745,1,3,54.88,3,3,0.0625,0,0.753228193
439,CNC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ROB-IMP-e811baff-1,,,1.420429612,5.847580283,,,,3.4775,420.498,2,6,92.15,6,4,0.142857143,0,0.499542008
440,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2cncc3ccccc23)cc1,PET-UNK-1901c25b-1,,,0.284634014,6.545713202,,,,5.1382,401.535,0,4,36.44,6,4,0.166666667,0,0.448904736
441,O=C(Nc1cncc2ccccc12)C1CCCc2ccc(Cl)cc21,ALP-POS-477dc5b7-1,,,0.323872348,6.48962613,,,,4.9468,336.822,1,2,41.99,2,3,0.2,0,0.719279314
442,O=C(Nc1cncc2ccccc12)C1CCNc2ccc(Cl)cc21,ALP-POS-477dc5b7-2,,,0.258756866,6.587108118,,,,4.4261,337.81,2,3,54.02,2,3,0.157894737,0,0.727162179
443,O=C(Nc1cncc2ccccc12)C1(CCC2CC2)CCOc2ccc(Cl)cc21,ALP-POS-477dc5b7-3,,,40.71113096,4.390286833,,,,5.7374,406.913,1,3,51.22,5,3,0.333333333,0,0.587553389
444,C[C@@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,EDJ-MED-e4b030d8-2,,,0.231301768,6.635821048,,,,4.7815,352.821,1,3,51.22,2,3,0.2,0,0.721577145
445,C[C@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,EDJ-MED-e4b030d8-3,,,20.07665763,4.697308587,,,,4.7815,352.821,1,3,51.22,2,3,0.2,0,0.721577145
446,COc1cc(Cl)cc2c1OCC[C@H]2C(=O)Nc1cncc2ccccc12,EDJ-MED-e4b030d8-7,,,99.5,,,,,4.4016,368.82,1,4,60.45,3,3,0.2,0,0.743858321
447,Cc1c(Cl)ccc2c1[C@H](C(=O)Nc1cncc3ccccc13)CCO2,EDJ-MED-e4b030d8-8,,,3.668809443,5.435474845,,,,4.70142,352.821,1,3,51.22,2,3,0.2,0,0.726791291
448,C[C@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,EDJ-MED-e4b030d8-11,,,0.168630133,6.773064817,,,,4.639,352.821,1,3,51.22,2,3,0.2,0,0.730615695
449,O=C(Nc1cncc2ccccc12)[C@@H]1COc2ccc(Cl)cc2C1,EDJ-MED-e4b030d8-12,,,99.5,,,,,4.078,338.794,1,3,51.22,2,3,0.157894737,0,0.765690263
450,C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-e4b030d8-13,,,0.283626273,6.547253541,,,,4.5671,352.821,1,3,51.22,2,3,0.2,0,0.734757733
451,O=C(Nc1cncc2ccccc12)C1CCOc2ccc(Br)cc21,MAT-POS-11b63608-1,,,0.850902886,6.070120003,,,,4.5021,383.245,1,3,51.22,2,3,0.157894737,0,0.708997378
452,Cc1ccncc1NC(=O)[C@@H](C)OC(F)F,MAT-POS-5d20d11c-1,,,,,,,,1.95622,230.214,1,3,51.22,4,1,0.4,0,0.859674479
453,O=C(Cc1cc(Cl)cc2c1OCC2)Nc1cncc2ccccc12,MAT-POS-bbbbc21a-3,,,1.448870305,5.838970489,,,,4.0043,338.794,1,3,51.22,3,3,0.157894737,0,0.784820858
454,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21,MAT-POS-b3e365b9-1,,,0.189591527,6.722181075,,,,4.393,338.794,1,3,51.22,2,3,0.157894737,0,0.75341866
455,O=C(Nc1cncc2ccccc12)[C@H]1CCOc2ccc(Cl)cc21,MAT-POS-b3e365b9-2,,,49.8,,,,,4.393,338.794,1,3,51.22,2,3,0.157894737,0,0.75341866
456,Cc1ccncc1NC(=O)[C@H]1CCOc2ccc(Cl)cc21,MAT-POS-b3e365b9-3,,,4.946278416,5.305721442,,,,3.54822,302.761,1,3,51.22,2,2,0.25,0,0.922746824
457,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,MAT-POS-b3e365b9-4,,,99.5,,,,,3.54822,302.761,1,3,51.22,2,2,0.25,0,0.922746824
458,O=C(Cc1cccc(Cl)c1)Nn1nnc2ccccc21,MAT-POS-bfb445d4-2,,,5.802424377,5.236390511,,,,2.3975,286.722,1,4,59.81,3,3,0.071428571,0,0.804131125
459,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,MAT-POS-f2460aef-1,,,0.100286853,6.998755997,,,,5.8582,499.586,1,4,75.44,8,4,0.233333333,0,0.329607825
460,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,MAT-POS-f2460aef-2,,,15.62457347,4.806191829,,,,5.8582,499.586,1,4,75.44,8,4,0.233333333,0,0.329607825
461,CC(C)(C)c1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,MAT-POS-f2460aef-3,,,0.291719378,6.535034721,,,,4.9883,499.59,2,4,90.98,8,4,0.24137931,0,0.357448363
462,CC(C)(C)c1ccc(N(C(=O)c2ccc(Cl)o2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,MAT-POS-f2460aef-4,,,0.31484777,6.501899378,,,,6.5116,534.031,1,4,75.44,8,4,0.233333333,0,0.279920255
463,CC(C)(C)c1ccc(N(C(=O)c2cn[nH]c2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,MAT-POS-f2460aef-5,,,5.830055224,5.234327331,,,,4.9883,499.59,2,4,90.98,8,4,0.24137931,0,0.357448363
464,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O,JOH-MSK-46727e7b-1,,,0.030060414,7.522005048,,,,0.5447,485.559,5,7,171.13,11,1,0.571428571,0,0.282725841
465,COc1ccc(OC)c(CNC(=O)Nc2cn(C)c(=O)c3ccccc23)c1,LON-WEI-4d77710c-1,,3.397230983,,,,,,2.8774,367.405,2,5,81.59,5,3,0.2,0,0.726527244
466,O=S(=O)(Cc1ccccc1F)c1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccccc1,LON-WEI-4d77710c-2,,95.88498306,0.397483465,6.400680933,,,,4.4265,475.494,0,6,94.31,6,4,0.045454545,0,0.409644058
467,CC(C)N(C(=O)Cc1c(O)c2ccccc2[nH]c1=O)C(C)C,LON-WEI-4d77710c-3,,-0.251331091,,,,,,2.4216,302.374,2,3,73.4,4,2,0.411764706,0,0.910652157
468,Cc1ccc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c(Br)c1,LON-WEI-4d77710c-4,,9.661341906,,,,,,5.37242,428.33,2,3,63.13,4,3,0.238095238,0,0.586837542
469,COc1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)cc1OC,LON-WEI-4d77710c-5,,10.7774229,,,,,,3.1997,353.378,2,5,81.59,4,3,0.157894737,0,0.754618713
470,CC(=O)c1cccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)c1,LON-WEI-4d77710c-6,,11.93823195,,,,,,3.3851,335.363,2,4,80.2,3,3,0.105263158,0,0.720096429
471,CCOC(=O)c1c(C)n(S(C)(=O)=O)c2ccc(N(C(=O)c3ccco3)S(C)(=O)=O)cc12,LON-WEI-4d77710c-8,,98.61128616,0.281743664,6.550145842,,,,2.13352,468.509,0,9,132.96,6,3,0.263157895,0,0.502563033
472,Cc1cc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)no1,LON-WEI-4d77710c-9,,7.974440575,,,,,,3.59792,340.383,2,5,89.16,4,3,0.277777778,0,0.759253759
473,O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,LON-WEI-4d77710c-10,,99.8317337,1.397027801,5.854794951,,,,2.7626,445.884,1,7,107.48,6,3,0.15,0,0.580995495
474,COC(=O)c1c(C)n(S(C)(=O)=O)c2ccc(N(C(=O)c3ccco3)S(C)(=O)=O)cc12,LON-WEI-4d77710c-11,,97.81043243,0.934925861,6.029222827,,,,1.74342,454.482,0,9,132.96,5,3,0.222222222,0,0.532525035
475,CCOC(=O)c1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)cc1,LON-WEI-4d77710c-12,,4.9009583,,,,,,3.3592,365.389,2,5,89.43,4,3,0.15,0,0.693963701
476,CC(C)Cn1cc(NC(=O)NCC2CCCO2)c2ccccc2c1=O,LON-WEI-4d77710c-13,,6.751863718,,,,,,2.958,343.427,2,4,72.36,5,2,0.473684211,0,0.876572929
477,COc1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)c(OC)c1,LON-WEI-4d77710c-18,,17.89776325,,,,,,3.1997,353.378,2,5,81.59,4,3,0.157894737,0,0.754618713
478,O=C(O)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O,LON-WEI-4d77710c-19,,99.39509964,1.780398551,5.749482768,,,,2.4683,267.284,1,2,57.61,3,2,0.125,0,0.928979438
479,CC(C)Cn1cc(NC(=O)NCCc2c[nH]c3ccccc23)c2ccccc2c1=O,LON-WEI-4d77710c-20,,6.690095544,,,,,,4.503,402.498,3,3,78.92,6,4,0.25,0,0.44384686
480,Cc1cccnc1NC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,LON-WEI-4d77710c-21,,-1.158679366,,,,,,4.00492,350.422,2,4,76.02,4,3,0.25,0,0.746435334
481,CC(C)Cn1cc(NC(=O)Nc2cccnc2)c2ccccc2c1=O,LON-WEI-4d77710c-22,,6.626197815,,,,,,3.6965,336.395,2,4,76.02,4,3,0.210526316,0,0.762605805
482,Cn1cc(NC(=O)Nc2cccc(C(F)(F)F)c2)c2ccccc2c1=O,LON-WEI-4d77710c-23,,0.168264151,,,,,,4.2013,361.323,2,3,63.13,2,3,0.111111111,0,0.718517766
483,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)Cc1csc(-c2ccccc2)n1,LON-WEI-4d77710c-24,,97.88498306,4.655076544,5.332073173,,,,5.8965,448.569,1,6,68.29,7,4,0.125,0,0.357676731
484,CCCc1c(C)[nH]c2[nH]n(-c3ccccc3)c(=O)c2c1=O,LON-WEI-4d77710c-26,,2.809371591,,,,,,2.26802,283.331,2,3,70.65,3,3,0.25,0,0.77374875
485,CC(C)Cn1cc(NC(=O)NC2CCCCCC2)c2ccccc2c1=O,LON-WEI-4d77710c-27,,2.29818958,,,,,,4.5018,355.482,2,3,63.13,4,2,0.523809524,0,0.793169245
486,COc1ccc(OC)c(CNC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c1,LON-WEI-4d77710c-28,,0.630457938,,,,,,3.9964,409.486,2,5,81.59,7,3,0.304347826,0,0.61809333
487,CCOC(=O)Cc1csc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)n1,LON-WEI-4d77710c-29,,2.553780559,,,,,,3.8636,428.514,2,7,102.32,7,3,0.333333333,0,0.556433992
488,CC(C)Cn1cc(NC(=O)Nc2nc3ccccc3s2)c2ccccc2c1=O,LON-WEI-4d77710c-30,,12.18530321,,,,,,4.9112,392.484,2,5,76.02,4,4,0.19047619,0,0.517964999
489,N#Cc1ccc(CN2CCC(C3CCNC3)CC2)cc1,LON-WEI-4d77710c-32,,98.86901093,2.05849169,5.686450882,,,,2.37978,269.392,1,3,39.06,3,1,0.588235294,0,0.915443505
490,COc1cc2c(cc1OC)C(C)N(C(=O)Nc1cn(C)c(=O)c3ccccc13)CC2,LON-WEI-4d77710c-33,,5.226837039,,,,,,3.7069,407.47,1,5,72.8,3,3,0.304347826,0,0.718486968
491,COc1cc(Cl)c(C)cc1NC(=O)Nc1cn(C)c(=O)c2ccccc12,LON-WEI-4d77710c-36,,5.812566519,,,,,,4.15292,371.824,2,4,72.36,3,3,0.157894737,0,0.725914837
492,CCN(CC)S(=O)(=O)c1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)cc1,LON-WEI-4d77710c-37,,-1.211927578,,,,,,3.213,428.514,2,5,100.51,6,3,0.238095238,0,0.629511986
493,CC(CCc1ccco1)NC(=O)Nc1cn(C)c(=O)c2ccccc12,LON-WEI-4d77710c-39,,67.94887924,44.48156027,4.351819988,,,,3.2743,339.395,2,4,76.27,5,3,0.263157895,0,0.748850637
494,CC(C)Cn1cc(NC(=O)NCCC2=CCCCC2)c2ccccc2c1=O,LON-WEI-4d77710c-40,,0.930777431,,,,,,4.6695,367.493,2,3,63.13,6,2,0.454545455,0,0.72891351
495,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)Nc1cccc2cccnc12,LON-WEI-4d77710c-41,,37.37380028,,,,,,2.1107,447.494,1,7,122.74,5,3,0.157894737,0,0.635375245
496,CC(C)Cn1cc(NC(=O)NC2CCCc3ccccc32)c2ccccc2c1=O,LON-WEI-4d77710c-42,,12.20234251,,,,,,4.8566,389.499,2,3,63.13,4,3,0.333333333,0,0.669488512
497,COc1cc(Cl)c(C)cc1NC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,LON-WEI-4d77710c-43,,9.030883789,,,,,,5.27192,413.905,2,4,72.36,5,3,0.272727273,0,0.59786393
498,CC(C)Cn1cc(NC(=O)NCc2ccco2)c2ccccc2c1=O,LON-WEI-4d77710c-44,,90.30031967,29.64298107,4.528078123,,,,3.5722,339.395,2,4,76.27,5,3,0.263157895,0,0.745894704
499,COc1ccc(OC)c(CCNC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c1,LON-WEI-4d77710c-48,,2.498402536,,,,,,4.0389,423.513,2,5,81.59,8,3,0.333333333,0,0.572980144
500,Cn1cc(NC(=O)NCc2ccccn2)c2ccccc2c1=O,LON-WEI-4d77710c-49,,-6.898828268,,,,,,2.2552,308.341,2,4,76.02,3,3,0.117647059,0,0.778968862
501,Cc1noc(C)c1CCNC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,LON-WEI-4d77710c-51,,94.52396011,27.65812011,4.558177342,,,,3.62654,382.464,2,5,89.16,6,3,0.380952381,0,0.681272312
502,CC(C)Cn1cc(NC(=O)N2CCCN(Cc3ccccc3F)C2)c2ccccc2c1=O,LON-WEI-4d77710c-53,,-3.780617669,,,,,,4.4939,436.531,1,4,57.58,5,3,0.36,0,0.641033577
503,CC(C)Cn1cc(NC(=O)NCc2ccc3c(c2)OCO3)c2ccccc2c1=O,LON-WEI-4d77710c-55,,11.17145872,,,,,,3.7079,393.443,2,5,81.59,5,3,0.272727273,0,0.692429798
504,COC(=O)c1sccc1NC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,LON-WEI-4d77710c-56,,-0.958466411,,,,,,4.1496,399.472,2,6,89.43,5,3,0.25,0,0.630905244
505,COc1ccc2nc(NC(=O)Nc3cn(CC(C)C)c(=O)c4ccccc34)sc2c1,LON-WEI-4d77710c-58,,17.56762457,,,,,,4.9198,422.51,2,6,85.25,5,4,0.227272727,0,0.478025463
506,O=[N+]([O-])c1cnc(Sc2nnc(-c3ccco3)n2-c2ccc(OCc3ccccc3)cc2)s1,LON-WEI-4d77710c-61,,94.37699509,7.29510087,5.136968699,,,,5.6222,477.527,0,10,109.11,8,5,0.045454545,0,0.209135618
507,Nc1n[nH]c2cc(O)nc(O)c12,LON-WEI-4d77710c-62,,30.86474991,,,,,,-0.0487,166.14,4,5,108.05,0,2,0,0,0.438508015
508,COC(=O)c1c(C)nn(-c2ccccc2)c1-c1cc(C)on1,LON-WEI-4d77710c-63,,3.156549394,,,,,,2.93074,297.314,0,6,70.15,3,3,0.1875,0,0.69509674
509,O=S(=O)(Nc1ccccc1SCc1cccc(Cl)c1F)c1cc(Cl)sc1Cl,LON-WEI-4d77710c-64,,81.26730728,2.228636994,5.651960665,,,,6.9405,482.838,1,4,46.17,6,3,0.058823529,0,0.387010662
510,CC(C)(C)c1ccc(-c2nnc(Sc3cnc([N+](=O)[O-])s3)o2)cc1,LON-WEI-4d77710c-65,,69.87859344,4.163507899,5.380540607,,,,4.55,362.436,0,8,94.95,4,3,0.266666667,0,0.496037628
511,COC(=O)c1c(C)nn(C(=O)c2cccs2)c1-c1snnc1C,LON-WEI-4d77710c-66,,77.03726959,5.720292341,5.242581776,,,,2.55504,348.409,0,9,86.97,3,3,0.214285714,0,0.676146295
512,O=[N+]([O-])c1cnc(Sc2nnc(-c3ccc(Cl)cc3)o2)s1,LON-WEI-4d77710c-67,,71.20340729,0.880806678,6.055119402,,,,3.9059,340.773,0,8,94.95,4,3,0,0,0.524481278
513,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccccc1Sc1ncc([N+](=O)[O-])s1,LON-WEI-4d77710c-69,,76.3493042,6.26234483,5.203263022,,,,5.8653,440.428,2,6,97.16,5,3,0.058823529,0,0.382272206
514,N#Cc1cnn(C(=O)c2cccs2)c1C1CC1,LON-WEI-4d77710c-70,,68.95207596,3.237659799,5.489768787,,,,2.38218,243.291,0,5,58.68,2,2,0.25,0,0.813238414
515,O=[N+]([O-])c1cnc(Sc2nccc(-c3cccnc3)n2)s1,LON-WEI-4d77710c-71,,37.48029804,,,,,,3.0545,317.355,0,8,94.7,4,3,0,0,0.414346697
516,Cc1cc(C)c(C#N)c(Sc2ncnc3c2nnn3Cc2ccccc2)n1,LON-WEI-4d77710c-73,,97.73588562,0.64933099,6.187533869,,,,3.30432,373.445,0,8,93.17,4,4,0.157894737,0,0.506633399
517,CCOC(=O)c1ccc(NC(=O)CC2SC(=O)N(c3ccccc3)C2=O)cc1,LON-WEI-4d77710c-74,,80.70287323,2.399204259,5.619932776,,,,3.4605,398.44,1,6,92.78,6,2,0.2,0,0.749352319
518,Cc1ccccc1NC(=O)CC1SC(=O)N(c2ccccc2)C1=O,LON-WEI-4d77710c-75,,94.90521622,0.443178538,6.353421279,,,,3.59222,340.404,1,4,66.48,4,2,0.166666667,0,0.923481505
519,c1ccc(-c2cc(Sc3nnc(-c4cccs4)o3)n3ncnc3n2)cc1,LON-WEI-4d77710c-76,,96.65601349,0.221232269,6.655151527,,,,4.054,378.442,0,9,82,4,5,0,0,0.436264084
520,CN(C)c1ccc(N(Cc2ccn[nH]2)C(=O)Cn2nnc3ccccc32)cc1,PET-UNK-7374c256-2,,,15.93609665,4.797618045,,,,2.4538,375.436,1,6,82.94,6,4,0.2,0,0.559696024
521,Cc1noc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n1,CHO-MSK-6e55470f-5,,,23.92453212,4.621156547,,,,3.49504,372.812,1,6,90.14,6,3,0.222222222,0,0.711816099
522,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nnc(C3CCCCC3)o2)c1,CHO-MSK-6e55470f-7,,,20.64639979,4.685155667,,,,5.23432,440.931,1,6,90.14,7,3,0.391304348,0,0.540254921
523,COc1cc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)ccc1OC(F)F,CHO-MSK-6e55470f-14,,,99.5,,,,,5.41362,462.88,1,5,69.68,9,3,0.217391304,0,0.459938391
524,CCOC(=O)c1c(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)oc2ccccc12,CHO-MSK-6e55470f-17,,,99.5,,,,,5.72652,478.932,1,6,90.66,8,4,0.192307692,0,0.325257269
525,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc(-c3ccc(Cl)cc3)no2)c1,CHO-MSK-6e55470f-19,,,99.5,,,,,6.11202,468.34,1,5,77.25,7,4,0.125,0,0.354125454
526,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(OCc3ccccc3F)cc2)c1,CHO-MSK-6e55470f-21,,,,,,,,6.52172,490.962,1,4,60.45,9,4,0.142857143,0,0.289880088
527,COc1ccc(-c2cc(COc3cc(Cl)cc(CC(=O)Nc4cnccc4C)c3)on2)cc1,CHO-MSK-6e55470f-22,,,71.48865337,4.145762884,,,,5.46722,463.921,1,6,86.48,8,4,0.16,0,0.372733666
528,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nn(C(=O)OC(C)(C)C)c3ccccc23)c1,CHO-MSK-6e55470f-24,,,99.5,,,,,5.93652,506.99,1,7,95.34,6,4,0.259259259,0,0.347643537
529,CN(C)c1ccc(N(Cc2cscn2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-87c86d55-1,,,4.851678979,5.314107943,,,,3.1872,392.488,0,7,67.15,6,4,0.2,0,0.504128529
530,CCC(=O)Nc1ccc(N(Cc2cscn2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-87c86d55-2,,,24.96026787,4.602750758,,,,3.4697,420.498,1,7,93.01,7,4,0.19047619,0,0.494149372
531,O=C1OC(c2cccs2)=N/C1=C\c1ccc(N2CCOCC2)s1,MAT-POS-fa06b69f-6,,,0.695682514,6.157588913,,,,2.9907,346.433,0,7,51.13,3,2,0.25,0,0.633235584
532,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Nn2nnc3ccccc32)cc1,ALP-POS-a3de0cb1-1,,,3.588988281,5.44502796,,,,4.1501,414.469,2,5,92.15,6,4,0.130434783,0,0.49574542
533,COc1ccc(C(Cc2ccsc2)C(=O)Nc2n[nH]c3ccccc23)cc1,ALP-POS-a3de0cb1-3,,,99.5,,,,,4.598,377.469,2,4,67.01,6,4,0.142857143,0,0.51605533
534,Cc1ccc(C(Cc2cnn(C)c2)C(=O)Nc2n[nH]c3ccccc23)cc1,ALP-POS-a3de0cb1-5,,,99.5,,,,,3.56982,359.433,2,4,75.6,5,4,0.19047619,0,0.571895817
535,Cc1ccc(C(Cc2ccccc2)C(=O)Nc2nnn3ccccc23)cc1,ALP-POS-a3de0cb1-6,,,99.5,,,,,4.00272,356.429,1,4,59.29,5,4,0.136363636,0,0.587842711
536,CN(C)c1ccc(C(Cc2ccsc2)C(=O)Nn2cnc3ccccc32)cc1,ALP-POS-a3de0cb1-7,,,99.5,,,,,4.2604,390.512,1,5,50.16,6,4,0.181818182,0,0.535139446
537,CN(C)c1ccc(C(Cc2ccsc2)C(=O)Nc2nnc3ccccn23)cc1,ALP-POS-a3de0cb1-10,,,99.5,,,,,3.8218,391.5,1,6,62.53,6,4,0.19047619,0,0.542714183
