,SMILES,CID,Unnamed: 2,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,LogP,MW,HBD,HBA,PSA,ROTB,AROM,FSP3,FC,QED
762,O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc21,NAU-LAT-8502cac5-8,,74.639425,68.86117975,4.162025541,,,,1.5127,332.385,1,6,93.95,3,2,0.4,0,0.919323077
763,CC(C)n1cnnc1CNC(=O)C1CCOc2ccccc21,NAU-LAT-8502cac5-9,,-1.11070135,,,,,,2.0415,300.362,1,5,69.04,4,2,0.4375,0,0.937895022
764,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12,ADA-UCB-6c2cb422-1,,84.803335,0.728189437,6.137755625,1,0.86,99,4.0694,296.757,1,2,41.99,3,3,0.058823529,0,0.791409099
765,Cc1ccncc1CC(=O)Nc1cccc2c1CNCC2,ADA-UCB-6c2cb422-3,,2.763474,,,,,,2.21692,281.359,2,3,54.02,3,2,0.294117647,0,0.90673405
766,O=C(CCNC(=O)c1c[nH]c2ccccc12)Nc1ccc(-n2cnc3ccccc32)cc1,IAN-BAS-5394d4c4-1,,8.0781235,,,0.82,0.54,,4.2654,423.476,3,4,91.81,6,5,0.08,0,0.38094266
767,Cn1cc(S(N)(=O)=O)cc1CC(=O)Nc1cccc(C(=O)NCc2ccccn2)c1,IAN-BAS-36ca50f1-1,,-0.595988693,,,1,1,,1.1787,427.486,3,6,136.18,7,3,0.15,0,0.520076979
768,COc1ccc(Cl)cc1N1CCN(Cc2cc(=O)[nH]c3ccccc23)C1=O,JAG-UCB-c37fbdcd-1,,4.68913625,,,,,,3.6323,383.835,1,3,65.64,4,3,0.2,0,0.747702034
769,COc1ccc(Cl)cc1N1C(=O)CN(Cc2cc(=O)[nH]c3ccccc23)C1=O,JAG-UCB-c37fbdcd-2,,,99.5,,,,,3.1589,397.818,1,4,82.71,4,3,0.15,0,0.68536668
770,O=C(Cc1cncc2ccccc12)Nc1cc(Cl)cc(OC2CCC(=O)N2)c1,ERI-UCB-ce40166b-6,,,38.37379441,4.415965256,,,,3.6843,395.846,2,4,80.32,5,3,0.19047619,0,0.690111783
771,O=C1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,ERI-UCB-ce40166b-17,,,1.103932926,5.957057313,,,,2.2151,427.844,3,5,109.52,7,3,0.19047619,0,0.395395135
772,C=CC(=O)N1CC(NCc2c[nH]c3ccc(C#N)cc23)C1,JAN-GHE-c863d918-1,,15.3691825,,,,,,1.52598,280.331,2,3,71.92,4,2,0.25,0,0.834185911
773,Cc1ccncc1NC(=O)Cc1ccc2[nH]ccc2c1,VLA-UCB-00f2c2b3-1,,-2.3296125,,,1,1,,3.05252,265.316,2,2,57.78,3,3,0.125,0,0.764329595
774,Cc1ccncc1NC(=O)Cc1ccc2[nH]ncc2c1,VLA-UCB-00f2c2b3-2,,0.2476566,,,,,,2.44752,266.304,2,3,70.67,3,3,0.133333333,0,0.76457499
775,O=C(Cc1cccc(Cl)c1)Nc1cccc2[nH]ncc12,VLA-UCB-00f2c2b3-7,,,99.5,,,,,3.3975,285.734,2,2,57.78,3,3,0.066666667,0,0.774743059
776,Cc1ccncc1N(CC#N)C(=O)Cc1cccc(Cl)c1,PET-UNK-bbe8d7ff-2,,,99.5,,,,,3.1427,299.761,0,3,56.99,4,2,0.1875,0,0.814964915
777,O=C1/C(=C/c2ccc(O)cc2)c2ccccc2C(=O)N1Cc1ccc2c(c1)OCO2,LON-WEI-ff7b210a-1,,-3.715534,,,0.62,0.48,,3.8441,399.402,1,5,76.07,3,3,0.083333333,0,0.534932956
778,CS(=O)(=O)c1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccc(Cl)cc1,LON-WEI-ff7b210a-2,,10.9514805,,,0.78,0.45,,3.3704,415.851,0,6,94.31,4,3,0.0625,0,0.647981699
779,CCOc1ccccc1/C=C1/C(=O)NC(=O)c2ccccc21,LON-WEI-ff7b210a-3,,4.82409,,,0.97,0.68,,2.8959,293.322,1,3,55.4,3,2,0.111111111,0,0.699049024
780,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2Cc2ccccc2)n1,LON-WEI-ff7b210a-4,,94.71566,0.503205928,6.298254251,0.96,0.79,,3.3766,401.875,1,5,89.02,5,3,0.105263158,0,0.661814622
781,CCOC(=O)c1nc(S(C)(=O)=O)ncc1Cl,LON-WEI-ff7b210a-5,,98.471745,1.600983766,5.795613072,0.99,0.99,99,0.7102,264.69,0,6,86.22,3,1,0.375,0,0.590281958
782,COc1ccc(C(=O)Nc2cccc(/C=C3/C(=O)NC(=O)c4ccccc43)c2)cc1,LON-WEI-ff7b210a-6,,-22.917935,,,0.48,0.54,,3.7581,398.418,2,4,84.5,4,3,0.041666667,0,0.517746171
783,Sc1nc2ccccc2c2nc(CCc3ccccc3)nn12,LON-WEI-ff7b210a-7,,-6.9687145,,,0.93,0.89,,3.3514,306.394,1,5,43.08,3,4,0.117647059,0,0.466110457
784,NC1=Nc2nc3ccccc3n2C(c2ccc(-c3nc4ccccc4s3)o2)N1,LON-WEI-ff7b210a-8,,-3.3372365,,,0.53,0.23,,4.0023,386.44,2,8,94.26,2,5,0.05,0,0.478129257
785,O=C(c1ccccc1)N1CCN(C(=O)c2nn(-c3ccccc3C(F)(F)F)cc2O)CC1,LON-WEI-ff7b210a-9,,-1.4381795,,,0.99,0.95,,3.1949,444.413,1,5,78.67,3,3,0.227272727,0,0.673198927
786,CCn1c(CSc2nc(C)c(C)n2CC2CCCO2)nc2cc(S(=O)(=O)N(C)C)ccc21,LON-WEI-ff7b210a-10,,-3.5939468,,,0.85,0.84,,3.59114,477.656,0,8,82.25,8,3,0.545454545,0,0.46130558
787,O=C(CSC1=NCCS1)c1cc(Cl)ccc1Cl,LON-WEI-ff7b210a-11,,2.864349,,,0.77,0.64,,4.0121,306.239,0,4,29.43,3,1,0.272727273,0,0.790177013
788,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-d2866bdf-1,,90.45516,1.793724774,5.746244194,0.92,0.48,99,3.7922,391.5,0,6,54.26,6,4,0.19047619,0,0.501770506
789,O=C(Cc1cccc(Cl)c1)Nc1cn[nH]c1,MIC-UNK-66895286-1,,,99.5,,,,,2.2443,235.674,2,2,57.78,3,2,0.090909091,0,0.857369271
790,Cc1[nH]ncc1CC(=O)Nc1cccc(Cl)c1,MIC-UNK-66895286-3,,,54.6063913,4.262756523,,,,2.55272,249.701,2,2,57.78,3,2,0.166666667,0,0.878384582
791,Cc1nn(-c2ccccc2)c(Nc2cccc(C(F)(F)F)c2)c1NS(C)(=O)=O,ROD-LAS-d5538ff9-1,,-5.8246045,,,0.95,0.97,,4.31462,410.421,2,5,76.02,5,3,0.166666667,0,0.657120932
792,O=C(N/N=C/c1c[nH]cn1)C1CCCCC1,ROD-LAS-d5538ff9-3,,2.160745,,,1.01,1,,1.4401,220.276,2,3,70.14,3,1,0.545454545,0,0.597408252
793,O=C(CNc1c(-c2ccccc2)nc2ccccn12)N/N=C/c1cccc2ccccc12,ROD-LAS-d5538ff9-4,,17.760345,,,0.5,0.5,,4.7167,419.488,2,5,70.79,6,5,0.038461538,0,0.309126538
794,Cc1[nH]c2ccccc2c1/C=N/N(C)C(=O)c1ccc2c(c1)OCO2,ROD-LAS-d5538ff9-5,,-13.38719335,,,0.78,0.77,,3.31112,335.363,1,4,66.92,3,3,0.157894737,0,0.589713086
795,CN1C(=O)/C(=N\NC(=O)c2ccc3c(c2)OCO3)c2ccccc21,ROD-LAS-d5538ff9-6,,-60.557115,,,0.97,0.75,,1.5258,323.308,1,5,80.23,2,2,0.117647059,0,0.849988552
796,Cc1csc(C(=O)N/N=C/c2cccnc2)c1N,ROD-LAS-d5538ff9-7,,-19.770775,,,0.99,0.93,,1.79762,260.322,2,5,80.37,3,2,0.083333333,0,0.651935392
797,CCCc1cc2c(cc1S(=O)(=O)N1CCN(c3ccccc3)CC1)OCO2,ROD-LAS-d5538ff9-8,,-17.11682,,,0.91,0.92,,2.8787,388.489,0,5,59.08,5,2,0.4,0,0.788313082
798,O=C(Nc1ccccc1)Nc1cnc2ccc([N+](=O)[O-])cc2n1,ROD-LAS-d5538ff9-9,,9.05632,,,0.86,0.84,,3.182,309.285,2,5,110.05,3,3,0,0,0.569990958
799,Cc1cc2c(N)nc(=O)n(CC(=O)Nc3cccc(Cl)c3)c2s1,JAG-UCB-77729364-1,,,99.5,,,,,2.64072,348.815,2,6,90.01,3,3,0.133333333,0,0.760948987
800,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,LON-WEI-babf2c61-1,,57.862985,11.47976902,4.94006685,0.71,0.32,99,5.7908,494.01,1,3,62.3,8,3,0.25,0,0.40381164
801,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1,LON-WEI-babf2c61-2,,78.2,11.61805399,4.93486661,0.8,0.28,99,5.44582,473.592,1,3,62.3,8,3,0.275862069,0,0.442953189
802,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,LON-WEI-babf2c61-3,,87.0571,7.47776972,5.126227913,0.57,0.46,99,5.00908,484.575,1,4,86.09,8,3,0.24137931,0,0.455630916
803,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1,LON-WEI-babf2c61-4,,23.517565,,,,,,4.843,475.564,2,4,82.53,8,3,0.25,0,0.456813419
804,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,LON-WEI-babf2c61-5,,68.21132,23.92150564,4.621211489,0.94,0.28,99,5.5121,505.899,1,3,62.3,8,3,0.16,0,0.32413292
805,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1,LON-WEI-babf2c61-6,,62.97554,24.30920597,4.614229227,0.91,0.73,99,5.16712,485.481,1,3,62.3,8,3,0.192307692,0,0.353943807
806,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,LON-WEI-babf2c61-7,,93.222455,11.12573124,4.953671435,1,0.99,99,4.73038,496.464,1,4,86.09,8,3,0.153846154,0,0.360982466
807,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1,LON-WEI-babf2c61-8,,44.94313,,,,,,4.5643,487.453,2,4,82.53,8,3,0.16,0,0.360518138
808,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,LON-WEI-babf2c61-9,,72.70916,20.12026644,4.696366273,0.99,0.94,99,4.8587,471.454,1,3,62.3,8,3,0.16,0,0.377180278
809,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,LON-WEI-babf2c61-10,,31.336695,,,0.98,0.97,,4.1254,450.514,1,5,88.33,8,3,0.28,0,0.521654363
810,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,LON-WEI-babf2c61-11,,40.20597,,,0.97,0.56,,4.7788,484.959,1,5,88.33,8,3,0.28,0,0.464752156
811,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1,LON-WEI-babf2c61-12,,,99.5,,,,,3.831,466.513,2,6,108.56,8,3,0.28,0,0.488645463
812,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1,LON-WEI-babf2c61-13,,24.810845,,,1,0.91,,4.43382,464.541,1,5,88.33,8,3,0.307692308,0,0.498328443
813,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,LON-WEI-babf2c61-14,,,99.5,,,,,3.99708,475.524,1,6,112.12,8,3,0.269230769,0,0.493082059
814,O=C1[C@H](Nc2nccn3cnnc23)CCN1c1cccc(Cl)c1,JAG-UCB-4709a583-1,,5.2930975,,,1,0.98,,1.9951,328.763,1,6,75.42,3,3,0.2,0,0.795522199
815,COc1ccccc1OCCNC(=O)c1cc(N)cc2ccccc12,DAR-DIA-8e329c92-2,,,99.5,,,,,3.2394,336.391,2,4,73.58,6,3,0.15,0,0.535259118
816,O=C(NCCc1cccc2ccccc12)c1cc(=O)[nH]c2ccccc12,DAR-DIA-8e329c92-9,,4.4241295,,,0.87,0.73,,3.6538,342.398,2,2,61.96,4,4,0.090909091,0,0.594521917
817,Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)cc1C,JAG-UCB-1d922829-1,,,99.5,,,,,4.09064,383.451,1,4,62.3,5,3,0.125,0,0.674297621
818,Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)c(C)c1,JAG-UCB-1d922829-2,,,99.5,,,,,4.09064,383.451,1,4,62.3,5,3,0.125,0,0.674297621
819,Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)cc1Cl,JAG-UCB-1d922829-3,,,99.5,,,,,4.43562,403.869,1,4,62.3,5,3,0.086956522,0,0.63973729
820,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(Cl)c1,JAG-UCB-1d922829-4,,,99.5,,,,,4.1241,355.196,1,2,49.41,4,2,0.125,0,0.896875417
821,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(C#N)c1,JAG-UCB-1d922829-5,,,99.5,,,,,3.34238,345.761,1,3,73.2,4,2,0.117647059,0,0.92314428
822,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(C(F)(F)F)c1,JAG-UCB-1d922829-6,,,99.5,,,,,4.4895,388.748,1,2,49.41,4,2,0.176470588,0,0.784497901
823,O=C1CC[C@H](C(=O)Nc2cccc(Br)c2)N1,JAG-UCB-ef2c0e8e-2,,5.827566,,,1,1,,1.6662,283.125,2,2,58.2,2,1,0.272727273,0,0.866983223
824,Cc1cccc(NC(=O)Cn2c(=O)oc3ccccc32)c1,JAG-UCB-ef2c0e8e-3,,-5.834,,,0.99,0.94,,2.54162,282.299,1,4,64.24,3,3,0.125,0,0.802546533
825,Cc1ccc(-n2ncc3c(=O)n(CC(N)=O)cnc32)cc1C,JAG-UCB-ef2c0e8e-4,,,99.5,,,,,0.68434,297.318,1,6,95.8,3,3,0.2,0,0.768754514
826,Nc1ncc(S(=O)(=O)NCc2cccc(Cl)c2)cn1,JAG-UCB-ef2c0e8e-5,,-6.15504854,,,1,0.97,,1.1907,298.755,2,5,97.97,4,2,0.090909091,0,0.883301336
827,CCS(=O)(=O)N1CCC(C(=O)Nc2cc(Cl)ccc2O)CC1,JAG-UCB-ef2c0e8e-6,,-2.697712,,,1,1,,2.0458,346.836,2,4,86.71,4,1,0.5,0,0.816734645
828,Cn1cnnc1CNC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,JAG-UCB-ef2c0e8e-7,,14.78743,,,1,1,,0.8439,316.243,3,5,104.7,3,2,0.272727273,0,0.780243595
829,Cc1cccc(CS(=O)(=O)N2CCC(C(N)=O)CC2)c1,JAG-UCB-ef2c0e8e-8,,0.1381135,,,1.01,1.01,,1.02212,296.392,1,3,80.47,4,1,0.5,0,0.90053413
830,Cc1ccc(C)c(NC(=O)[C@H]2CNC(=O)C2)c1,JAG-UCB-ef2c0e8e-9,,-9.381194,,,0.98,0.98,,1.37804,232.283,2,2,58.2,2,1,0.384615385,0,0.808917263
831,O=C1CC[C@@H](C(=O)Nc2cccc(Cl)c2)CN1,JAG-UCB-ef2c0e8e-10,,-3.677955,,,1,1,,1.8047,252.701,2,2,58.2,2,1,0.333333333,0,0.84339262
832,O=C(Cc1c[nH]c2ncccc12)N(Cc1c(F)cccc1Cl)c1ccc2[nH]c(=O)[nH]c2c1,BEN-BAS-bb561ced-1,,-1.08354085,,,0.95,0.88,,4.3009,449.873,3,3,97.64,5,5,0.086956522,0,0.372850141
833,O=C(NCc1coc2ccccc12)C1CCc2nnc(-c3ccc(O)cc3)n2C1,ERI-BAS-37e2bb46-1,,2.501051,,,0.89,0.94,,3.2757,388.427,2,6,93.18,4,4,0.227272727,0,0.559647273
834,Cc1nc(-c2cccc(CNC(=O)Nc3cccc(CN4CCCC4=O)c3)c2)n[nH]1,ERI-BAS-bd3ef700-1,,2.9529215,,,0.98,0.98,,3.22422,404.474,3,4,103.01,6,3,0.272727273,0,0.586809073
835,O=C(NCCNc1ccncc1)c1cccc(S(=O)(=O)Nc2ccccc2-c2ccccc2)c1,ERI-BAS-962ecb40-1,,-32.819765,,,0.95,0.94,,4.3913,472.57,3,5,100.19,9,4,0.076923077,0,0.313813187
836,O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(-c2ccccc2)cc1,ALP-POS-c59291d4-1,,39.13758,5.320261863,5.274066991,0.64,0.5,99,5.3932,424.529,0,5,51.02,6,5,0.08,0,0.367032177
837,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-c59291d4-2,,89.29024,1.627637091,5.788442422,0.95,0.9,99,4.0747,419.51,1,6,80.12,7,4,0.181818182,0,0.489573727
838,O=C(Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1)C1CC1,ALP-POS-c59291d4-3,,70.195875,3.994958075,5.398487774,0.9,0.59,99,4.0747,431.521,1,6,80.12,7,4,0.217391304,0,0.478260156
839,CNc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-c59291d4-4,,82.620135,4.328927226,5.363619715,0.99,0.77,99,3.7679,377.473,1,6,63.05,6,4,0.15,0,0.555581757
840,O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,ALP-POS-c59291d4-5,,100.014065,0.05,,0.99,0.93,99,3.4355,272.691,1,3,54.98,2,3,0,0,0.72723795
841,CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,ALP-POS-c59291d4-6,,86.64098,3.144214799,5.502487792,1.01,0.99,99,5.2749,433.552,1,4,75.44,5,3,0.346153846,0,0.594325182
842,COc1ccc2nnn(CC(=O)N(Cc3ccccn3)c3ccc(C4CCNCC4)cc3)c2c1,ALP-POS-c0c213c9-1,,,38.77391021,4.4114604,,,,3.5353,456.55,1,7,85.17,7,4,0.307692308,0,0.457958527
843,O=C(CN(C(=O)Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1)N1CCNCC1,ALP-POS-c0c213c9-3,,,99.5,,,,,2.5633,454.534,1,6,83.36,6,4,0.230769231,0,0.484234307
844,NCc1cn(CC(=O)N(Cc2cscn2)c2ccc(-c3ccccc3)nc2)nn1,ALP-POS-c0c213c9-4,,,99.5,,,,,2.4887,405.487,1,8,102.82,7,4,0.15,0,0.506690446
845,NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(-c3ccccc3)cc2)nn1,ALP-POS-c0c213c9-5,,,99.5,,,,,3.6987,403.511,1,6,77.04,7,4,0.136363636,0,0.510418637
846,CC(C)(C(N)=O)c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-c0c213c9-6,,,3.166625059,5.499403356,,,,3.4891,433.537,1,6,94.11,7,4,0.217391304,0,0.482693949
847,NCc1cn(CC(=O)N(CC(=O)N2CCNCC2)c2ccc(-c3ccccc3)cc2)nn1,ALP-POS-c0c213c9-7,,,99.5,,,,,0.8688,433.516,2,7,109.38,7,3,0.304347826,0,0.572280537
848,Cn1cnc(CN(C(=O)c2cnnn2-c2ccccc2)c2ccc(OCc3ccccc3)cc2)c1,ALP-POS-c0c213c9-9,,1.8938721,,,,,,4.4268,464.529,0,7,78.07,8,5,0.111111111,0,0.339589552
849,O=C(CN(C(=O)Cc1cccnc1)c1ccc(-c2ncccn2)cc1)N1CCNCC1,ALP-POS-c0c213c9-10,,,99.5,,,,,1.5461,416.485,1,6,91.32,6,3,0.260869565,0,0.655624039
850,NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(-n3cnnc3)cc2)nn1,ALP-POS-c0c213c9-11,,,99.5,,,,,1.6124,394.464,1,9,107.75,7,4,0.166666667,0,0.510210625
851,NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(N3CCOCC3)cc2)nn1,ALP-POS-c0c213c9-12,,-1.293421555,,,,,,1.8683,412.519,1,8,89.51,7,3,0.35,0,0.637247752
852,O=C(Cn1nnc2ccccc21)N(CC1CCOC1)c1ccc(C2CCNCC2)cc1,ALP-POS-c0c213c9-13,,,99.5,,,,,2.968,419.529,1,6,72.28,6,3,0.458333333,0,0.665114059
853,Cn1ccc(CN(C(=O)Cc2cccnc2)c2ccc(-c3ccccn3)cc2)n1,ALP-POS-c0c213c9-14,,16.09721,,,,,,3.653,383.455,0,5,63.91,6,4,0.130434783,0,0.509781214
854,O=C(Cn1nnc2ccccc21)N(Cc1ccccn1)c1cnc(-c2ccccc2)nc1,ALP-POS-c0c213c9-15,,,99.5,,,,,3.5167,421.464,0,7,89.69,6,5,0.083333333,0,0.416757522
855,O=C(Cn1nnc2ccccc21)N(Cc1ccccn1)c1ccc(-n2cnnc2)cc1,ALP-POS-c0c213c9-18,,,99.5,,,,,2.6404,410.441,0,8,94.62,6,5,0.090909091,0,0.427120887
856,O=C(CN(C(=O)Cn1ccnn1)c1ccc(-c2ccccn2)cc1)N1CCNCC1,ALP-POS-c0c213c9-20,,,99.5,,,,,0.8051,405.462,1,7,96.25,6,3,0.285714286,0,0.65190966
857,COc1cc(OC)cc(Oc2cccc(CNC(=O)Cn3nnc4ccccc43)c2)c1,MAT-POS-c79fcd02-1,,0.116292,,,,,,3.5572,418.453,1,7,87.5,8,4,0.173913043,0,0.470833187
858,O=C(NCCc1ccc2c(c1)CCO2)NCc1cccc(N2C(=O)NC3(CCCC3)C2=O)c1,IAN-BAS-9ef79f6c-1,,-12.01559,,,0.95,0.97,,3.0324,448.523,3,4,99.77,6,2,0.4,0,0.591685607
859,Cc1ncc2c(n1)CCC(NC(=O)NCc1cccc(N3C(=O)NC4(CCCC4)C3=O)c1)C2,ERI-BAS-50567787-1,,-6.6459495,,,0.99,0.97,,2.51072,448.527,3,5,116.32,4,2,0.458333333,0,0.62172878
860,Cc1nc[nH]c1CN1CCN(Cc2cccc(Cl)c2)C1=O,ALP-POS-91609ae9-1,,2.3910315,,,,,,2.80932,304.781,1,2,52.23,4,2,0.333333333,0,0.944064629
861,Cc1nc(N)sc1CN1CCN(Cc2cccc(Cl)c2)C1=O,ALP-POS-91609ae9-2,,35.63832,,,,,,3.12492,336.848,1,4,62.46,4,2,0.333333333,0,0.932612381
862,O=C1N(Cc2cccc(Cl)c2)CCN1c1nccc2[nH]ncc12,ALP-POS-91609ae9-3,,84.14674,4.557674191,5.341256724,0.92,0.93,99,3.0535,327.775,1,3,65.12,3,3,0.1875,0,0.803734117
863,O=C(NCc1cccc(C(=O)N2CCOCC2)c1)c1cnc2c(c1)c(=O)[nH]c(=O)n2Cc1ccccc1,IAN-BAS-647c7407-1,,-3.763586,,,0.99,0.9,,1.5355,499.527,2,7,126.39,6,4,0.222222222,0,0.414480856
864,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(C)c12,EDJ-MED-6af13d92-1,,96.436315,10.62101785,4.973833861,,,,2.65392,352.39,2,4,80.42,6,3,0.2,0,0.668537891
865,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(F)c12,EDJ-MED-6af13d92-2,,12.47232,,,,,,2.4846,356.353,2,4,80.42,6,3,0.157894737,0,0.665188294
866,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,EDJ-MED-6af13d92-3,,90.90139,2.028917785,5.692735551,,,,2.3541,368.389,2,5,89.65,7,3,0.2,0,0.625070761
867,O=C(Cc1ccc2[nH]c(=O)[nH]c2c1)NC1(CNC(=O)c2cnc[nH]2)CC1,BEN-BAS-baaab58b-1,,3.0230795,,,1,1,,0.2006,354.37,5,4,135.53,6,3,0.294117647,0,0.431923968
868,N#Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,MAT-POS-ee51dedd-1,,85.20008,19.69161179,4.705718735,1.01,0.99,,1.44128,277.755,0,3,47.34,3,1,0.428571429,0,0.785752655
869,O=C(CCl)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAT-POS-ee51dedd-2,,73.74619,1.630843316,5.787587762,1,1,99,0.8198,308.812,0,4,57.69,3,1,0.5,0,0.776898527
870,O=C(CCl)N1CCCc2cc(NCc3ccc(F)cc3Cl)ccc21,MAT-POS-ee51dedd-3,,52.54101,19.26326197,4.715270169,0.81,0.39,51.75726336,4.6092,367.251,1,2,32.34,4,2,0.277777778,0,0.800871902
871,O=C1Nc2c(Br)cccc2C1=O,LOR-NEU-c8f11034-1,,-4.451432,,,0.99,0.81,,1.5839,226.029,1,2,46.17,0,1,0,0,0.682342778
872,O=C1C(=O)N(Cc2ccc(Br)cc2)c2c(Br)cccc21,LOR-NEU-c8f11034-2,,-1.150091,,,0.99,0.97,,3.9411,395.05,0,2,37.38,2,2,0.066666667,0,0.723116844
873,O=C1Nc2ccc(Br)cc2C1=O,LOR-NEU-c8f11034-3,,-1.049148,,,1,0.99,,1.5839,226.029,1,2,46.17,0,1,0,0,0.682342778
874,O=C1Nc2cc(Br)ccc2C1=O,LOR-NEU-c8f11034-4,,-4.6235315,,,1,1.01,,1.5839,226.029,1,2,46.17,0,1,0,0,0.682342778
875,O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,LOR-NEU-c8f11034-5,,0.43852394,,,1.01,0.9,,3.1786,316.154,0,2,37.38,2,2,0.066666667,0,0.798157886
876,NS(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,LOR-NEU-c8f11034-6,,-3.208671,,,1.01,1,,-0.5312,226.213,2,4,106.33,1,1,0,0,0.627398642
877,Cc1cc(Br)cc2c1N(CCBr)C(=O)C2=O,LOR-NEU-c8f11034-7,,-4.2164485,,,1,1,,2.68172,347.006,0,2,37.38,2,1,0.272727273,0,0.609533834
878,CC1(C)CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,LOR-NEU-c8f11034-8,,-10.7132245,,,0.94,0.89,,1.3845,308.359,1,4,83.55,2,1,0.428571429,0,0.836752457
879,O=C1C(=O)N(Cc2ccccc2)c2cc(Br)ccc21,LOR-NEU-c8f11034-9,,-0.16382595,,,0.99,0.59,,3.1786,316.154,0,2,37.38,2,2,0.066666667,0,0.798157886
880,CC(NC(=O)c1ccc2cn[nH]c2c1)C(=O)Nc1ccc(-n2cnc3ccccc32)cc1,BEN-BAS-0534ec5c-1,,3.734322,,,0.7,0.51,,3.6588,424.464,3,5,104.7,5,5,0.083333333,0,0.400424742
881,O=C(O)C12CC(CNCc3ccc4c(c3)OCC4)(C1)OC2c1ccccc1,BEN-BAS-f6e16b09-1,,-4.269039,,,,,,3.0862,365.429,2,4,67.79,6,2,0.409090909,0,0.823421967
882,Cc1ccncc1NC(=O)Cc1ccccc1N,ANN-UNI-98d2bf15-1,,,99.5,,,,,2.15342,241.294,2,3,68.01,3,2,0.142857143,0,0.808964021
